Drug,Target
Asenapine,ADRA2B
Asenapine,ADRA2C
Asenapine,ADRA1A
Asenapine,DRD1
Asenapine,HRH1
Asenapine,HRH2
Asenapine,ADRB1
Asenapine,ADRB2
Ocaperidone,DRD2
Ocaperidone,HRH1
Ocaperidone,ADRA1A
Ocaperidone,ADRA1B
Ocaperidone,ADRA2A
Ocaperidone,ADRA1D
Ocaperidone,ADRA2B
Ocaperidone,ADRA2C
Ocaperidone,HTR2A
Nalmefene,OPRD1
Caldaret,SLC8A1
Ridaforolimus,MTOR
Lanoteplase,LAMA5
Lanoteplase,FN1
Lanoteplase,LAMB1
Lanoteplase,LAMC1
Lanoteplase,LAMA1
Lanoteplase,LAMA3
Exisulind,PDE4D
Exisulind,PDE4C
CX516,GRIA1
Amelubant,LTB4R2
Arzoxifene,ESR1
Arzoxifene,ESR2
Droxidopa,ADRA1A
Droxidopa,ADRA1B
Droxidopa,ADRA1D
Droxidopa,ADRA2A
Droxidopa,ADRA2B
Droxidopa,ADRA2C
Droxidopa,ADRB1
Droxidopa,ADRB2
Lonidamine,CFTR
Lonidamine,HK1
Sitaxentan,EDNRB
Tocilizumab,IL6R
Alvimopan,OPRD1
Levocetirizine,HRH1
Temsirolimus,MTOR
Amisulpride,DRD2
Amisulpride,HTR7
Amisulpride,HTR2A
Apoptone,BCL2
Pegpleranib,PDGFB
Trodusquemine,PTPN1
Tezampanel,GABBR1
Lucatumumab,CD40
Pertuzumab,ERBB2
Xaliproden,HTR1A
Bazedoxifene,ESR1
Bazedoxifene,ESR2
Ambrisentan,EDNRB
Human C1-esterase inhibitor,PLAT
Oxymetholone,NPPB
Talnetant,TACR3
Semaxanib,KDR
Dexanabinol,TNF
Dotarizine,HTR2A
Dotarizine,HTR1A
Lonafarnib,IGFBP3
Aprinocarsen,PRKCA
Sarizotan,HTR1A
Sarizotan,DRD2
Enrasentan,EDNRB
Lestaurtinib,FLT3
Fradafiban,ITGB3
Sumanirole,DRD2
Propentofylline,PDE4A
Enzastaurin,PRKCB
Enzastaurin,CHEK1
Enzastaurin,CHEK2
Enzastaurin,AKT1
Enzastaurin,PIK3R1
Onercept,TNF
Repinotan,HTR1A
Muraglitazar,PPARA
Muraglitazar,PPARG
Deramciclane,HTR2A
Ertiprotafib,PTPN1
Ertiprotafib,IKBKB
Ertiprotafib,PPARA
Ertiprotafib,PPARG
Ragaglitazar,PPARA
Ragaglitazar,PPARG
Tesaglitazar,PPARA
Tesaglitazar,PPARG
Robalzotan,HTR1A
Astaxanthin,NFKBIA
Labradimil,BDKRB2
Tezosentan,EDNRB
Pazopanib,FLT1
Pazopanib,KDR
Pazopanib,FLT4
Pazopanib,PDGFRA
Pazopanib,KIT
Pazopanib,FGFR3
Pazopanib,FGF1
Pazopanib,SH2B3
Midostaurin,PRKCA
Midostaurin,KDR
Midostaurin,KIT
Midostaurin,PDGFRA
Midostaurin,FLT3
Lexatumumab,TNFRSF10B
Panobinostat,HDAC1
Panobinostat,HDAC2
Panobinostat,HDAC3
Panobinostat,HDAC4
Panobinostat,HDAC5
Bosutinib,ABL1
Bosutinib,LYN
Bosutinib,HCK
Bosutinib,SRC
Bosutinib,CDK2
Bosutinib,MAP2K1
Bosutinib,MAP2K2
Bosutinib,CAMK2G
Flupirtine,ADRA2A
Axitinib,FLT1
Axitinib,KDR
Axitinib,FLT4
Casopitant,TACR1
Perifosine,AKT1
Perifosine,MAPK1
Perifosine,PRKCA
Bevasiranib,VEGFA
Liraglutide,GLP1R
Saredutant,TACR2
Pasireotide,SSTR2
Pasireotide,SSTR5
Golimumab,TNF
Esmirtazapine,HRH1
Esmirtazapine,HTR2A
Esmirtazapine,ADRA2A
Esmirtazapine,ADRA2B
Esmirtazapine,ADRA2C
Asoprisnil,PGR
Vilazodone,HTR1A
Mepyramine,HRH1
Mevastatin,HMGCR
Xylometazoline,ADRA1A
Xylometazoline,ADRA2A
Xylometazoline,ADRA2B
Xylometazoline,ADRA1B
Xylometazoline,ADRA1D
Xylometazoline,ADRA2C
Betahistine,HRH1
Fesoterodine,CHRM3
Fesoterodine,CHRM1
Isometheptene,ADRA1A
Levonordefrin,ADRA2A
Levonordefrin,ADRA2B
Levonordefrin,ADRA2C
Methacholine,CHRM3
Methyltestosterone,ESR1
Naphazoline,ADRA1A
Naphazoline,ADRA2A
Nilvadipine,CACNA1C
Nilvadipine,CACNA2D1
Nilvadipine,CACNB2
Nilvadipine,CACNA1D
Nilvadipine,CACNA2D3
Norelgestromin,PGR
Buserelin,LHCGR
Lornoxicam,PTGS2
Bufuralol,ADRB1
Bufuralol,ADRB2
beta-Naphthoflavone,ESR1
Bafilomycin A1,ATP6V1A
Bafilomycin B1,ATP6V1A
Aceclofenac,PTGS2
Ketobemidone,OPRD1
Ketobemidone,GRIN1
Ketobemidone,GRIN2A
Ketobemidone,GRIN2B
Ketobemidone,GRIN2C
Ketobemidone,GRIN2D
Ketobemidone,GRIN3A
Ketobemidone,GRIN3B
Seratrodast,TBXA2R
Gavestinel,GRIN1
Gavestinel,GRIN2A
Gavestinel,GRIN2B
Gavestinel,GRIN2C
Gavestinel,GRIN2D
Gavestinel,GRIN3A
Gavestinel,GRIN3B
Drotaverine,PDE4A
Drotaverine,CACNA1C
Glycine betaine,BCL2
Manganese,TAB1
Manganese,TF
Tetryzoline,ADRA1A
Alcaftadine,HRH1
Dalteparin,VEGFA
Halcinonide,SMO
Hexocyclium,CHRM1
Hexocyclium,CHRM3
Hydroxyprogesterone caproate,PGR
Lanreotide,SSTR2
Lanreotide,SSTR5
Nepafenac,PTGS2
Plerixafor,CXCR4
Protokylol,ADRB2
Tinzaparin,ITGA4
Tinzaparin,CXCL12
4-BROMO-3-(CARBOXYMETHOXY)-5-[3-(CYCLOHEXYLAMINO)PHENYL]THIOPHENE-2-CARBOXYLIC ACID,PTPN1
2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE,PIK3CD
"2-(3-FLUORO-4-HYDROXYPHENYL)-7-VINYL-1,3-BENZOXAZOL-5-OL",ESR2
"2-(3-FLUORO-4-HYDROXYPHENYL)-7-VINYL-1,3-BENZOXAZOL-5-OL",NCOA1
"N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide",SYK
"N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide",PIK3C3
(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,PDE4A
(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,PDE4D
"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE",GNAS
"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE",ADCY2
"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE",ADCY5
"4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE",CDK2
4-[(3S)-1-AZABICYCLO[2.2.2]OCT-3-YLAMINO]-3-(1H-BENZIMIDAZOL-2-YL)-6-CHLOROQUINOLIN-2(1H)-ONE,CHEK1
6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine,PLAU
6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE,PLAU
N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE,PLAU
2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID,CASP3
"3,6,9,12,15,18-HEXAOXAICOSANE",PIN1
17-METHYL-17-ALPHA-DIHYDROEQUILENIN,ESR1
17-METHYL-17-ALPHA-DIHYDROEQUILENIN,NCOA2
3-(3-FLUORO-4-HYDROXYPHENYL)-7-HYDROXY-1-NAPHTHONITRILE,ESR2
3-(3-FLUORO-4-HYDROXYPHENYL)-7-HYDROXY-1-NAPHTHONITRILE,NCOA1
"N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE",CHEK1
"N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE",MAPK1
1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea,SRC
1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea,MAPK14
1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea,SRC
"[(3S)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",PTPN1
"(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE",CDK2
"(5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide",MAP2K1
"1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide",MET
"3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol",PLK1
"4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol",ESR1
"4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol",NCOA2
"(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",PPP2R5C
"(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",PPP2CA
"(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",PPP2R1A
"(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID",NCOA1
"(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID",PPARG
"1-ethyl-N-(phenylmethyl)-4-(tetrahydro-2H-pyran-4-ylamino)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide",PDE4B
"1-({2-[2-(4-CHLOROPHENYL)ETHYL]-1,3-DIOXOLAN-2-YL}METHYL)-1H-IMIDAZOLE",HMOX1
3-(2-AMINOQUINAZOLIN-6-YL)-4-METHYL-N-[3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE,LCK
"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid",PPARG
[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE,ESR2
[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE,NCOA1
[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE,ESR1
"10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine",PDPK1
"4-(6-HYDROXY-BENZO[D]ISOXAZOL-3-YL)BENZENE-1,3-DIOL",ESR2
4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3H-benzimidazol-5-yl]oxy]-N-methyl-pyridine-2-carboxamide,KDR
"N-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide",MAPK14
(3S)-1-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}pyrrolidine-3-thiol,ADAM17
N-(3-cyclopropyl-1H-pyrazol-5-yl)-2-(2-naphthyl)acetamide,CDK2
2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE,CDK2
"N-(4-ACETYLPHENYL)-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",HSP90AA1
"4-CHLORO-6-(4-{4-[4-(METHYLSULFONYL)BENZYL]PIPERAZIN-1-YL}-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL",HSP90AA1
"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-PIPERAZIN-1-YL-1H-PYRAZOLE-3-CARBOXAMIDE",HSP90AA1
(2S)-1-(3H-Indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine,PRKACA
"5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide",HSP90AA1
"3-[3-(3-methyl-6-{[(1S)-1-phenylethyl]amino}-1H-pyrazolo[4,3-c]pyridin-1-yl)phenyl]propanamide",PLK1
"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE",HSP90AA1
"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide",HSP90AA1
"1-(5-OXO-2,3,5,9B-TETRAHYDRO-1H-PYRROLO[2,1-A]ISOINDOL-9-YL)-3-(5-PYRROLIDIN-2-YL-1H-PYRAZOL-3-YL)-UREA",CDK2
(2S)-1-{[5-(1H-Indazol-5-yl)-3-pyridinyl]oxy}-3-(7aH-indol-3-yl)-2-propanamine,PRKACA
(2S)-2-(1H-indol-3-yl)hexanoic acid,SKP1
(2S)-2-(1H-indol-3-yl)pentanoic acid,SKP1
(2S)-8-[(tert-butoxycarbonyl)amino]-2-(1H-indol-3-yl)octanoic acid,SKP1
"(5-phenyl-7-(pyridin-3-ylmethylamino)pyrazolo[1,5-a]pyrimidin-3-yl)methanol",CDK2
"2-CHLORO-N-[(1R,2R)-1-HYDROXY-2,3-DIHYDRO-1H-INDEN-2-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",PYGM
2-(4-(2-HYDROXY-3-(ISOPROPYLAMINO)PROPOXY)PHENYL)ETHANAMIDE,PLA2G2E
"N-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1R)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide",MAPK14
N-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide,MET
"2-(4-fluorophenyl)-N-{[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide",MET
"N-{3-[(5-chloro-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]-2,4-difluorophenyl}propane-1-sulfonamide",BRAF
"N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide",BRAF
"(3S,5E)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2H)-imine",NOS3
"2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL",NCOA1
"2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL",ESR2
N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE,MAPK1
"2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole",GSK3B
"N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide",MAPK9
"2-(3,4-DIHYDROXYPHENYL)-8-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-3-HYDROXY-6-METHYL-4H-CHROMEN-4-ONE",CDK2
3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)QUINOLIN-2(1H)-ONE,CHEK1
2-(4-HYDROXY-PHENYL)BENZOFURAN-5-OL,ESR2
5-HYDROXY-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-2-ONE,PDPK1
"2,2'-{[9-(HYDROXYIMINO)-9H-FLUORENE-2,7-DIYL]BIS(OXY)}DIACETIC ACID",CHEK1
"(3aS,4R,9bR)-2,2-difluoro-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol",ESR2
(2S)-1-AMINO-3-[(5-NITROQUINOLIN-8-YL)AMINO]PROPAN-2-OL,CHEK1
2-(cyclohexylamino)benzoic acid,CHEK1
"(2R,3R,4S,5R)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol",HSPA8
"2-[(2-chloro-4-iodophenyl)amino]-N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluorobenzamide",MAP2K1
"3,5-DIMETHYL-1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER",PDE4D
2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,PPARG
(2R)-1-(DIMETHYLAMINO)-3-{4-[(6-{[2-FLUORO-5-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-4-YL)AMINO]PHENOXY}PROPAN-2-OL,CDK2
"5-[1-(4-methoxyphenyl)-1H-benzimidazol-6-yl]-1,3,4-oxadiazole-2(3H)-thione",GSK3B
"5-(2,3-dichlorophenyl)-N-(pyridin-4-ylmethyl)-3-thiocyanatopyrazolo[1,5-a]pyrimidin-7-amine",CDK2
"2-CHLORO-N-[(3R)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",PYGM
(2S)-2-{3-[({[2-fluoro-4-(trifluoromethyl)phenyl]carbonyl}amino)methyl]-4-methoxybenzyl}butanoic acid,PPARD
3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)-1H-INDAZOLE-6-CARBONITRILE,CHEK1
6-[(Z)-AMINO(IMINO)METHYL]-N-[3-(CYCLOPENTYLOXY)PHENYL]-2-NAPHTHAMIDE,PLAU
"(3Z)-6-(4-HYDROXY-3-METHOXYPHENYL)-3-(1H-PYRROL-2-YLMETHYLENE)-1,3-DIHYDRO-2H-INDOL-2-ONE",CHEK1
3-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}propane-1-thiol,ADAM17
"N-(2,2,2-TRIFLUOROETHYL)-N-{4-[2,2,2-TRIFLUORO-1-HYDROXY-1-(TRIFLUOROMETHYL)ETHYL]PHENYL}BENZENESULFONAMIDE",NCOA2
"N-(2,2,2-TRIFLUOROETHYL)-N-{4-[2,2,2-TRIFLUORO-1-HYDROXY-1-(TRIFLUOROMETHYL)ETHYL]PHENYL}BENZENESULFONAMIDE",RXRB
"N-(2,2,2-TRIFLUOROETHYL)-N-{4-[2,2,2-TRIFLUORO-1-HYDROXY-1-(TRIFLUOROMETHYL)ETHYL]PHENYL}BENZENESULFONAMIDE",NR1H3
"N-(2,2,2-TRIFLUOROETHYL)-N-{4-[2,2,2-TRIFLUORO-1-HYDROXY-1-(TRIFLUOROMETHYL)ETHYL]PHENYL}BENZENESULFONAMIDE",NCOA1
"4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-8-METHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",NCOA2
"4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-8-METHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",ESR1
"4-[(1S,2S,5S,9R)-5-(HYDROXYMETHYL)-8,9-DIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",ESR1
"4-[(1S,2S,5S,9R)-5-(HYDROXYMETHYL)-8,9-DIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",NCOA2
"4-CHLORO-6-(4-PIPERAZIN-1-YL-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL",HSP90AA1
PD-0325901,MAP2K1
(1S)-2-(1H-INDOL-3-YL)-1-[({5-[(E)-2-PYRIDIN-4-YLVINYL]PYRIDIN-3-YL}OXY)METHYL]ETHYLAMINE,PRKACA
"4'-FLUORO-1,1'-BIPHENYL-4-CARBOXYLIC ACID",BCL2L1
"(4S,5E,7Z,10Z,13Z,16Z,19Z)-4-hydroxydocosa-5,7,10,13,16,19-hexaenoic acid",PPARG
1-CHLORO-6-(4-HYDROXYPHENYL)-2-NAPHTHOL,NCOA1
1-CHLORO-6-(4-HYDROXYPHENYL)-2-NAPHTHOL,ESR2
"4-({4-[(4-AMINOBUT-2-YNYL)OXY]PHENYL}SULFONYL)-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE",ADAM17
1-[4-(2-oxo-2-phenylethyl)phenyl]guanidine,PLAU
"(2S)-1-(6H-INDOL-3-YL)-3-{[5-(7H-PYRAZOLO[3,4-C]PYRIDIN-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE",PRKACA
O6-CYCLOHEXYLMETHOXY-2-(4'-SULPHAMOYLANILINO) PURINE,CDK2
"(2R)-1-(2,6-dimethylphenoxy)propan-2-amine",PLAU
4-BROMO-3-(CARBOXYMETHOXY)-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID,PTPN1
1-{2-OXO-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-5-YL}UREA,PDPK1
"5-(4-CHLORO-5-PHENYL-3-THIENYL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE",PTPN1
(2S)-N-[(3Z)-5-CYCLOPROPYL-3H-PYRAZOL-3-YLIDENE]-2-[4-(2-OXOIMIDAZOLIDIN-1-YL)PHENYL]PROPANAMIDE,CDK2
Neflamapimod,MAPK14
(2R)-N-HYDROXY-2-[(3S)-3-METHYL-3-{4-[(2-METHYLQUINOLIN-4-YL)METHOXY]PHENYL}-2-OXOPYRROLIDIN-1-YL]PROPANAMIDE,ADAM17
"2,3-DIPHENYL-N-(2-PIPERAZIN-1-YLETHYL)FURO[2,3-B]PYRIDIN-4-AMINE",LCK
"methyl (1R,2S)-2-(hydroxycarbamoyl)-1-{4-[(2-methylquinolin-4-yl)methoxy]benzyl}cyclopropanecarboxylate",ADAM17
"(7S)-2-(2-aminopyrimidin-4-yl)-7-(2-fluoroethyl)-1,5,6,7-tetrahydro-4H-pyrrolo[3,2-c]pyridin-4-one",GSK3B
4-(4-HYDROXYPHENYL)-1-NAPHTHALDEHYDE OXIME,NCOA1
4-(4-HYDROXYPHENYL)-1-NAPHTHALDEHYDE OXIME,ESR2
4-(4-hydroxy-3-methylphenyl)-6-phenylpyrimidin-2(5H)-one,PIM1
N-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1H-imidazol-2-yl]acetamide,TGFBR1
"(4Z)-6-bromo-4-({[4-(pyrrolidin-1-ylmethyl)phenyl]amino}methylidene)isoquinoline-1,3(2H,4H)-dione",IGF1R
"5-ETHYL-3-METHYL-1,5-DIHYDRO-4H-PYRAZOLO[4,3-C]QUINOLIN-4-ONE",CHEK1
"6-({5-fluoro-2-[(3,4,5-trimethoxyphenyl)amino]pyrimidin-4-yl}amino)-2,2-dimethyl-2H-pyrido[3,2-b][1,4]oxazin-3(4H)-one",SYK
5-phenyl-1H-indazol-3-amine,JAK2
4-(3-amino-1H-indazol-5-yl)-N-tert-butylbenzenesulfonamide,JAK2
5-[(2-AMINOETHYL)AMINO]-6-FLUORO-3-(1H-PYRROL-2-YL)BENZO[CD]INDOL-2(1H)-ONE,CDK2
"N-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine",CDK2
5-CYANO-FURAN-2-CARBOXYLIC ACID [5-HYDROXYMETHYL-2-(4-METHYL-PIPERIDIN-1-YL)-PHENYL]-AMIDE,CSF1R
[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]-6-(methylamino)pyrimidin-2-yl}amino)phenyl]acetonitrile,CAMK2B
"(5R,6E,8Z,11Z,14Z,17Z)-5-hydroxyicosa-6,8,11,14,17-pentaenoic acid",PPARG
"3-((3-bromo-5-o-tolylpyrazolo[1,5-a]pyrimidin-7-ylamino)methyl)pyridine 1-oxide",CDK2
N-(4-phenoxyphenyl)-2-[(pyridin-4-ylmethyl)amino]nicotinamide,KDR
"4-(4-METHYLPIPERAZIN-1-YL)-N-[5-(2-THIENYLACETYL)-1,5-DIHYDROPYRROLO[3,4-C]PYRAZOL-3-YL]BENZAMIDE",PLK1
"(1S,3R,6S)-4-oxo-6-{4-[(2-phenylquinolin-4-yl)methoxy]phenyl}-5-azaspiro[2.4]heptane-1-carboxylic acid",ADAM17
"2-{2-[(3,5-dimethylphenyl)amino]pyrimidin-4-yl}-N-[(1S)-2-hydroxy-1-methylethyl]-4-methyl-1,3-thiazole-5-carboxamide",SYK
"4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-6,8,9-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",ESR1
"4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-6,8,9-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",NCOA2
4-BROMO-3-(CARBOXYMETHOXY)-5-(4-HYDROXYPHENYL)THIOPHENE-2-CARBOXYLIC ACID,PTPN1
5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-CARBONITRILE,ESR2
5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-CARBONITRILE,NCOA1
6-CHLORO-3-(3-METHYLISOXAZOL-5-YL)-4-PHENYLQUINOLIN-2(1H)-ONE,CSF1R
6-CYCLOHEXYLMETHOXY-2-(3'-CHLOROANILINO) PURINE,CDK2
"(1S)-1-(1H-INDOL-3-YLMETHYL)-2-(2-PYRIDIN-4-YL-[1,7]NAPHTYRIDIN-5-YLOXY)-EHYLAMINE",PRKACA
2-(4-HYDROXY-5-PHENYL-1H-PYRAZOL-3-YL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE,F3
"(8E,10S,12Z)-10-hydroxy-6-oxooctadeca-8,12-dienoic acid",PPARG
"(8R,9Z,12Z)-8-hydroxy-6-oxooctadeca-9,12-dienoic acid",PPARG
"3-bromo-5-phenyl-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",CDK2
"(5-{3-[5-(PIPERIDIN-1-YLMETHYL)-1H-INDOL-2-YL]-1H-INDAZOL-6-YL}-2H-1,2,3-TRIAZOL-4-YL)METHANOL",CHEK1
