locus_id,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,EKVX,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62,UO-31
ARF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,0.06492,0.0,0.0,0.00049,0.0,0.0,0.00485,0.0,0.0,0.0,0.00113,0.0,0.0,0.00429,0.00081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.00296,0.0
ARHGDIA,0.02235,0.02026,0.0,0.0064,0.00193,0.00461,0.0,0.00243,0.01213,0.0,0.00938,0.01828,0.0,0.00142,0.00082,0.00201,0.00449,0.00409,0.00331,0.002,0.00084,0.0,0.00085,0.00049,0.0,0.00347,0.00195,0.0,0.00497,0.0,0.00307,0.00588,0.00227,0.00612,0.0,0.0045,0.00272,0.00255,0.00874,0.03439,0.00628,0.0
ARHGDIB,0.6994,0.5143,0.9853,0.6,0.0,0.9,0.0,0.96155,0.71427,0.0,0.02815,0.0714,0.90477,0.0,0.0,0.16665,0.36665,0.01665,0.16665,0.72729,0.7273,1.0,0.2727,0.3158,1.0,0.45835,0.1111,0.5938,0.0,0.7778,0.17145,1.0,0.73332,0.3,0.7143,0.0294,0.97825,0.0,1.0,0.0,0.3077,0.0
ARHGDIG,0.86555,0.29493,0.404,0.375,0.72222,0.45972,0.0,0.76667,0.71452,0.0,0.85123,0.32806,0.34931,1.0,0.50337,0.75407,0.46625,0.89656,0.33704,0.31443,0.4114,0.32867,0.48333,0.43479,0.95134,0.41028,0.18305,0.21683,0.21657,0.21165,0.23667,0.49687,0.32445,0.25883,0.28477,0.94463,0.31046,0.28636,0.43373,0.21225,0.39286,0.0
ARHGEF12,0.04229,0.01885,0.0,0.00153,0.0,0.01146,0.0,0.00669,0.01425,0.0,0.00018,0.00756,0.00031,0.00183,0.0,0.00307,0.0,0.01021,0.00435,0.00337,0.00055,0.0,0.0032,0.0,0.00277,0.0,0.0034,0.00019,0.00139,0.0,0.0,0.01269,0.00435,0.00887,0.00015,0.02767,0.00527,0.00297,0.00162,0.00351,0.01908,0.0
ARNT,0.70181,0.59257,0.70905,0.50441,0.96155,0.87592,0.0,0.6238,0.87968,0.0,0.08065,0.45315,0.7701,0.0,0.5,0.9474,0.30375,0.9207,0.3095,0.25,0.43005,0.18008,0.5741,0.60715,1.0,0.29885,0.9123,1.0,0.5789,1.0,0.4342,0.8793,0.3479,0.31755,0.37295,0.76541,0.4958,0.0319,0.4394,1.0,0.24165,0.0
ARRB1,0.67785,0.3052,0.64953,0.20568,0.20664,0.40185,0.0,0.3896,0.32335,0.0,0.10189,0.13043,0.0989,0.00248,0.0,0.36372,0.82793,0.03985,0.66451,0.17059,0.4842,0.22569,0.52907,0.39863,0.37377,0.06712,0.15237,0.38536,0.24713,0.12482,0.34869,0.56004,0.11342,0.53133,0.1876,0.81948,0.04403,0.00789,0.72545,0.0,0.48349,0.0
ARRB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATF2,0.00577,0.02714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00719,0.0,0.0,0.0,0.0,0.0,0.00771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0218,0.0,0.0
ATF4,0.00744,0.0157,0.00083,0.01213,0.0153,0.00748,0.0,0.00349,0.01585,0.0,0.0,0.01539,0.0,0.00072,0.0,0.00082,0.0,0.01297,0.00123,0.00389,0.00436,0.0,0.00443,0.00532,0.00345,0.0,0.00224,0.0,0.0,0.0,0.00055,0.0,0.0,0.00111,0.0,0.00272,0.00776,0.0,0.00206,0.0,0.01443,0.0
ATF6B,0.79539,0.64458,0.65238,0.31025,0.51853,0.6594,0.0,0.65292,0.56046,0.0,0.60885,0.57978,0.33098,0.00118,0.0,0.55143,0.60698,0.63812,0.69686,0.39962,0.63757,0.22405,0.6313,0.63768,0.38707,0.30005,0.49817,0.21783,0.54683,0.60997,0.35155,0.66627,0.16715,0.6141,0.55623,0.64552,0.62658,0.44418,0.57338,0.51212,0.30671,0.0
ATG12,0.01884,0.01689,0.00284,0.00454,0.0,0.00323,0.0,0.0,0.00538,0.0,0.01299,0.04377,0.00137,0.0,0.00222,0.00456,0.0,0.01843,0.0,0.00369,0.00019,0.0,0.00107,0.00316,0.00132,0.00707,0.00821,0.00599,0.0101,0.0,0.00026,0.0,0.00324,0.00525,0.0,0.0108,0.01738,0.00128,0.00277,0.00793,0.0,0.0
ATG16L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG5,0.01846,0.0,0.00634,0.0,0.00619,0.0,0.0,0.00813,0.01676,0.0,0.0,0.02873,0.0,0.0,0.00118,0.00466,0.0,0.00325,0.00142,0.00734,0.0,0.00356,0.0,0.0,0.0,0.0,0.0,0.0,0.00178,0.0,0.00526,0.0,0.0,0.01111,0.0,0.00746,0.00114,0.0,0.00222,0.0,0.0,0.0
ATM,0.06286,0.02394,0.0,0.00437,0.04237,0.00196,0.0,0.00228,0.00235,0.0,0.0,0.02649,0.0,0.0,0.0,0.0,0.0,0.0,0.01219,0.0,0.01631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01882,0.0,0.07317,0.0,0.0,0.0,0.0,0.0,0.00841,0.01309,0.00398,0.0
ATP1A1,0.27185,0.02569,0.06233,0.04001,0.0614,0.02352,0.0,0.02754,0.01848,0.0,0.01043,0.07802,0.00405,0.0017,0.00023,0.03411,0.00684,0.00865,0.02275,0.00601,0.09941,0.0,0.00037,0.01492,0.00463,0.01059,0.01183,0.04154,0.16737,0.00563,0.62077,0.1076,0.131,0.00939,0.32906,0.64706,0.02238,0.0,0.68634,0.43717,0.24596,0.0
ATP1A3,0.34213,0.091,0.0,0.0136,0.0,0.0,0.0,0.01903,0.0,0.0,0.0049,0.08673,0.00703,0.0,0.0,0.0,0.18943,0.0,0.12637,0.13727,0.02352,0.0,0.0,0.10697,0.0,0.0275,0.0,0.06557,0.0068,0.0,0.01277,0.0,0.0,0.0101,0.0,0.23033,0.02753,0.0,0.0,0.26437,0.0,0.0
ATP1B1,0.03385,0.02866,0.00126,0.00503,0.0,0.0,0.0,0.00149,0.00797,0.0,0.0,0.03758,0.00482,0.00021,0.00035,0.00851,0.0,0.00492,0.00242,0.00932,0.00434,0.0,0.0,0.00103,0.00652,0.00346,0.00831,0.0,0.00131,0.0,0.00807,0.02213,0.00746,0.00096,0.00723,0.29435,0.00828,0.0,0.00983,0.00463,0.05493,0.0
ATP1B2,0.8815,0.49688,0.02282,0.2793,0.02962,0.29267,0.0,0.97102,0.75406,0.0,0.17935,0.16305,0.56587,0.0,1.0,0.57655,0.54757,0.82633,0.73663,0.33173,0.32565,0.25778,0.14883,0.39717,0.96488,0.04683,0.12878,0.3721,0.40998,0.1081,0.17972,0.73946,0.30715,0.30611,0.37397,0.66144,0.06147,0.1239,0.34157,0.27574,0.40197,0.0
ATP1B3,0.0,0.02347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161,0.0,0.0,0.0,0.0,0.0,0.00444,0.00225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00372,0.00276,0.0,0.0,0.0,0.00092,0.00366,0.0026,0.0,0.0,0.0,0.0
ATP2A1,0.94737,1.0,1.0,0.90907,0.98513,0.14837,0.0,1.0,1.0,0.0,0.62333,1.0,0.87501,0.0,0.0,1.0,0.8,0.0345,0.93331,0.89474,1.0,0.25001,0.05377,0.96427,0.9466,1.0,1.0,1.0,0.73077,1.0,0.62125,0.71431,0.95833,0.12278,1.0,0.97223,0.02589,0.95651,0.11579,1.0,0.02778,0.0
ATP2A2,0.05675,0.00934,0.0,0.00672,0.0,0.00115,0.0,0.0,0.00074,0.0,0.00097,0.00182,0.0,0.00451,0.00079,0.00228,0.00546,0.01427,0.01104,0.0,0.00411,0.0,0.0,0.00175,0.0,0.00083,0.0,0.0,0.00868,0.00088,0.00097,0.00402,0.00188,0.00663,0.0,0.01,0.00258,0.00068,0.00483,0.0,0.00645,0.0
ATP2A3,0.03966,0.05025,0.0,0.10077,0.05148,0.00121,0.0,0.03513,0.49652,0.0,0.10388,0.05831,0.24394,0.00155,0.0,0.59727,0.00557,0.02489,0.00377,0.0133,0.01091,0.04242,0.02015,0.00598,0.49733,0.0391,0.00403,0.46269,0.22295,0.00301,0.05539,0.33342,0.03767,0.02617,0.16123,0.56901,0.087,0.00252,0.10504,0.00109,0.3086,0.0
ATP2B1,0.03317,0.03188,0.00367,0.00838,0.02058,0.00225,0.0,0.00504,0.00451,0.0,0.0,0.02339,0.0015,0.00162,0.00063,0.00112,0.00293,0.0118,0.00396,0.00486,0.00334,0.0,0.00244,0.00053,0.00036,0.0057,0.01188,0.0,0.00368,0.0,0.00171,0.0,0.00049,0.00329,0.0,0.00602,0.00204,0.00102,0.0108,0.0,0.00422,0.0
ATP2B2,0.96438,0.62374,0.98182,0.68303,0.96673,0.74075,0.0,0.878,0.84236,0.0,0.55525,0.35776,0.39822,0.0057,0.82673,0.4655,0.83574,0.64399,0.41356,0.78206,0.62663,0.71653,0.98615,0.91582,0.97662,0.60082,0.26324,0.38843,0.69434,0.77848,0.18668,0.60391,0.32258,0.86373,0.70672,0.69523,0.96275,0.31281,0.89086,0.26531,0.41557,0.0
ATP2B4,0.88047,0.87213,0.008,0.88917,0.56667,0.8163,0.0,0.7971,0.7322,0.0,0.05277,0.77759,0.65287,0.0,0.0,0.92367,0.83177,0.23443,0.91162,0.6938,0.19887,0.26415,0.47626,0.64763,0.47093,0.06493,0.57573,0.49153,0.78123,0.94747,0.0239,0.2954,0.2444,0.48283,0.91977,0.013,0.3052,0.0,0.18207,0.15667,0.05881,0.0
ATP6V1A,0.00921,0.00618,0.0,0.00892,0.0,0.0,0.0,0.00942,0.00347,0.0,0.0,0.02064,0.00113,0.0,0.0,0.0,0.01541,0.0,0.0023,0.00699,0.0,0.0,0.00268,0.0,0.0,0.0,0.0,0.0,0.01087,0.0,0.00853,0.01792,0.0,0.0,0.0,0.00671,0.0,0.0,0.01098,0.0,0.00678,0.0
ATP6V1B2,0.6897,0.1116,0.3214,0.0785,0.7674,0.2329,0.0,0.604,0.2653,0.0,0.4297,0.084,0.1892,0.0045,0.0,0.6905,0.7647,0.569,0.1562,0.4568,0.1111,0.5843,0.0155,0.7473,0.5106,0.0189,0.1375,0.0,0.0,0.9899,0.292,0.5797,0.4769,0.0847,0.3667,0.5089,0.547,0.2653,0.9455,1.0,0.7234,0.0
ATP6V1C1,0.0128,0.0054,0.0,0.00362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00325,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0,0.0,0.0283,0.00438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061,0.0,0.00318,0.0,0.0,0.0,0.0,0.0073,0.0,0.0,0.0
ATP6V1C2,0.84679,0.04453,0.11733,0.09871,0.06212,0.04525,0.0,0.58372,0.00788,0.0,0.75112,0.08766,0.11273,0.30103,0.0,0.88776,0.57651,0.05618,0.02178,0.05714,0.02335,0.0,0.01916,0.03185,0.62266,0.13272,0.0103,0.0,0.14577,0.08276,0.08711,0.56091,0.03081,0.0,0.11933,0.92288,0.03429,0.01999,0.31004,0.04059,0.13415,0.0
ATP6V1D,0.00295,0.01772,0.00195,0.00791,0.0,0.0,0.0,0.00167,0.00397,0.0,0.0,0.01114,0.0,0.0033,0.0,0.00367,0.00299,0.0,0.0,0.0,0.0,0.0139,0.0,0.00497,0.00263,0.00114,0.0,0.01358,0.00759,0.0,0.00223,0.00322,0.0,0.0,0.0,0.00614,0.00926,0.0,0.00281,0.00042,0.00204,0.0
ATP6V1E1,0.02714,0.07283,0.0,0.01567,0.03396,0.00815,0.0,0.0,0.00676,0.0,0.0,0.0397,0.0,0.00064,0.0,0.0,0.0,0.09455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00279,0.0,0.0,0.0,0.00193,0.00381,0.0,0.0,0.01521,0.0,0.00831,0.0,0.0,0.0
ATP6V1E2,0.02008,0.01645,0.00381,0.01262,0.00131,0.15935,0.0,0.0967,0.41946,0.0,0.00417,0.02686,0.04096,0.0,0.32872,0.04647,0.0,0.13758,0.26585,0.01658,0.05071,0.00482,0.15284,0.20778,0.01018,0.01443,0.03259,0.04695,0.02453,0.00036,0.00625,0.00698,0.00401,0.07984,0.07379,0.34345,0.0338,0.0,0.00973,0.00466,0.01574,0.0
ATP6V1F,0.01463,0.0212,0.0,0.0,0.0,0.0,0.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.00103,0.00497,0.0,0.00927,0.0,0.0,0.0,0.0,0.0,0.00463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00303,0.0,0.0,0.0
ATP6V1G1,0.16455,0.03237,0.375,0.1252,0.0,0.24441,0.0,0.4021,0.3946,0.0,0.62425,0.0,0.0182,0.0,0.0,0.13051,0.01515,0.06905,0.1112,0.08492,0.0125,0.0,0.0293,0.05032,0.3545,0.01925,0.4643,0.3456,0.08965,0.72271,0.28505,0.17616,0.01725,0.3122,0.64286,0.83782,0.13586,0.0,0.53284,0.5,0.08333,0.0
ATP6V1G2,0.07311,0.1304,0.0215,0.00667,0.0,0.0,0.0,0.0,0.0113,0.0,0.01983,0.01379,0.0,0.0,0.0,0.00428,0.00695,0.00757,0.01853,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01123,0.0,0.0,0.0065,0.0,0.03029,0.01444,0.0,0.0,0.0
ATP6V1H,0.01866,0.0252,0.0,0.01078,0.00924,0.0,0.0,0.03486,0.00471,0.0,0.01832,0.03101,0.00213,0.00159,0.0,0.00538,0.00398,0.01274,0.00422,0.01003,0.00174,0.00998,0.00739,0.0,0.00646,0.0,0.00764,0.0,0.0151,0.0,0.0,0.00788,0.00484,0.01487,0.0,0.03973,0.01629,0.0098,0.00435,0.00816,0.0,0.0
ATR,0.0,0.03583,0.0,0.0,0.0,0.0,0.0,0.0,0.04098,0.0,0.0,0.00495,0.0,0.00425,0.0,0.00469,0.0,0.0,0.01099,0.0122,0.0,0.0,0.0206,0.0,0.0,0.0,0.0,0.0,0.01553,0.0,0.0,0.01142,0.0,0.01042,0.0,0.0,0.0,0.01754,0.0,0.0,0.0,0.0
ATXN1,0.02349,0.03141,0.0,0.0008,0.0,0.00926,0.0,0.00437,0.01363,0.0,0.00101,0.01333,0.00869,0.33183,0.0,0.00325,0.0,0.00235,0.00836,0.0,0.00612,0.00568,0.0,0.00052,0.00295,0.00178,0.00438,0.0,0.00946,0.00863,0.00795,0.00368,0.06472,0.00176,0.00613,0.00202,0.0,0.01653,0.00546,0.05876,0.00719,0.0
ATXN1L,0.01404,0.00657,0.0,0.0367,0.0,0.02388,0.0,0.0,0.0,0.0,0.0,0.00926,0.00952,0.0047,0.0,0.0065,0.0,0.0,0.0,0.0,0.00832,0.0,0.0,0.0,0.0,0.0,0.00834,0.0,0.0129,0.0,0.0,0.0,0.0,0.00926,0.0,0.03433,0.00922,0.0,0.008,0.0,0.0,0.0
AVP,0.9444,0.381,0.9333,0.8621,1.0,0.5517,0.0,0.9355,0.9355,0.0,0.0,0.625,0.4828,0.0,1.0,0.0,0.5833,0.7407,0.5778,0.8065,0.3667,0.3061,0.8333,0.875,0.8214,0.4545,0.0682,0.0,1.0,0.025,0.0,0.2143,0.1613,1.0,1.0,0.2,0.3214,0.8571,0.2857,0.0,0.9091,0.0
AVPR1B,0.70845,0.06548,0.06205,0.06896,0.11457,0.09752,0.0,0.40938,0.08377,0.0,0.10265,0.0785,0.86839,0.00661,0.21053,0.54646,0.52868,0.07654,0.04026,0.03763,0.06188,0.03645,0.94125,0.91774,0.12365,0.29445,0.00895,0.05038,0.07078,0.07924,0.05009,0.52683,0.10777,0.4594,0.0847,0.8353,0.04131,0.01594,0.07054,0.0206,0.45697,0.0
AXIN1,0.10079,0.07866,0.04787,0.05359,0.02419,0.03425,0.0,0.08642,0.08446,0.0,0.0612,0.09968,0.02614,0.0,0.03262,0.09523,0.05184,0.05448,0.05255,0.01118,0.019,0.03234,0.01372,0.06519,0.0936,0.06935,0.01635,0.03801,0.06686,0.05634,0.05201,0.04878,0.0381,0.04297,0.05419,0.17056,0.05789,0.01964,0.14374,0.03918,0.03118,0.0
AXIN2,0.03895,0.0238,0.00177,0.0,0.04651,0.08913,0.0,0.0,0.00322,0.0,0.0,0.01791,0.00797,0.0,0.00278,0.00251,0.01383,0.00392,0.09355,0.00997,0.0,0.00048,0.02396,0.09477,0.0066,0.01558,0.01242,0.03585,0.0,0.01645,0.0041,0.00639,0.00621,0.00197,0.0,0.14387,0.0,0.01136,0.00349,0.00483,0.11326,0.0
AZI2,0.0,0.10606,0.0,0.0,0.0,0.0,0.0,0.05404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02344,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32703,0.0,0.0,0.0,0.0,0.0,0.5625,0.06451,0.0,0.0,0.0,0.0,0.0
BAD,0.01159,0.00926,0.0,0.01863,0.02094,0.0,0.0,0.00282,0.0,0.0,0.0,0.01173,0.0004,0.00226,0.00029,0.00065,0.0,0.00663,0.00516,0.0,0.00125,0.00448,0.0,0.00498,0.0,0.00074,0.00645,0.0,0.01316,0.0,0.00105,0.0,0.0,0.00131,0.0,0.00448,0.00591,0.00381,0.0029,0.01473,0.0,0.0
BAMBI,0.48667,0.16732,0.0363,0.01116,0.02921,0.17597,0.0,0.1055,0.24768,0.0,0.2483,0.23056,0.20552,0.00171,0.0004,0.27161,0.01117,0.22088,0.3239,0.02937,0.14887,0.00928,0.01555,0.02515,0.00564,0.01223,0.0019,0.40755,0.05171,0.05275,0.01642,0.13165,0.29281,0.02059,0.01773,0.38323,0.00182,0.0,0.00433,0.37686,0.41667,0.0
BAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01242,0.0,0.0,0.0,0.0,0.0,0.0
BBC3,0.0134,0.01225,0.0,0.0066,0.07385,0.0,0.0,0.0,0.0,0.0,0.00044,0.01292,0.00073,0.0,0.0,0.00215,0.00311,0.00727,0.00532,0.00947,0.00765,0.00951,0.00458,0.0,0.0,0.00221,0.0,0.0,0.00223,0.0,0.0,0.0032,0.00617,0.01221,0.0,0.00322,0.0,0.0,0.00429,0.0,0.0,0.0
BCAR1,1.0,0.94466,0.97105,0.62979,0.98076,0.95606,0.0,0.99418,0.94454,0.0,0.77737,0.91052,0.85256,0.9988,1.0,0.96744,0.92089,0.98945,0.94837,0.82058,0.96745,0.88076,1.0,0.96233,1.0,1.0,0.88889,0.82529,0.78655,0.61819,0.77357,0.94737,0.8923,0.89338,0.84847,0.88963,0.91087,1.0,0.95728,1.0,0.94737,0.0
BCL10,0.01565,0.01972,0.00091,0.0471,0.00687,0.0909,0.0,0.0,0.00267,0.0,0.01206,0.05467,0.0,0.0,0.0,0.16667,0.0,0.0,0.00108,0.0,0.0101,0.0,0.00065,0.00153,0.00105,0.00259,0.00625,0.11429,0.0,0.32432,0.00395,0.0,0.0098,0.0,0.0,0.027,0.1,0.00478,0.0059,0.01845,0.0645,0.0
BCL2,0.03578,0.02199,0.00321,0.00151,0.0,0.02392,0.0,0.04237,0.00482,0.0,0.01232,0.00716,0.00664,0.00043,0.0,0.00667,0.0,0.0175,0.00777,0.00584,0.00407,0.00237,0.00342,0.0,0.01337,0.01018,0.00413,0.0,0.0028,0.0,0.00221,0.02286,0.0098,0.00255,0.00059,0.03323,0.00195,0.0,0.00884,0.01821,0.00252,0.0
BCL2L1,0.01884,0.04832,0.00295,0.0077,0.0,0.00749,0.0,0.0085,0.0057,0.0,0.00041,0.0218,0.00482,0.00078,0.0,0.00832,0.00078,0.08333,0.00383,0.00094,0.00718,0.00745,0.01314,0.00146,0.0045,0.00335,0.00657,0.0,0.07692,0.0,0.00519,0.0069,0.01204,0.02438,0.01464,0.00519,0.0652,0.00528,0.00582,0.0,0.32735,0.0
BCL2L11,0.1349,0.08366,0.00769,0.10798,0.04426,0.02385,0.0,0.11778,0.05166,0.0,0.01612,0.12902,0.10695,0.00255,0.00131,0.12848,0.02459,0.0036,0.06294,0.03727,0.03951,0.04576,0.0198,0.06438,0.00878,0.05496,0.00066,0.10592,0.15106,0.18784,0.12326,0.24425,0.11386,0.07725,0.19435,0.76435,0.04166,0.03586,0.16845,0.08803,0.15889,0.0
BCL3,0.01643,0.01916,0.00292,0.0013,0.0,0.0,0.0,0.0,0.00405,0.0,0.0,0.01172,0.0,0.00042,0.06049,0.00207,0.0,0.0,0.00064,0.00533,0.0,0.0,0.0,0.00142,0.0,0.0036,0.0,0.0,0.0065,0.0,0.00316,0.01288,0.00397,0.00103,0.0,0.00303,0.00404,0.00866,0.00396,0.00133,0.01101,0.0
BCL6,1.0,1.0,0.8889,1.0,1.0,0.8649,0.0,0.75,0.9565,0.0,1.0,0.9846,1.0,1.0,0.0,1.0,0.9118,1.0,0.8889,1.0,1.0,0.8471,1.0,0.9167,1.0,1.0,1.0,1.0,1.0,1.0,0.9231,0.8816,0.9167,1.0,1.0,0.9545,0.9737,0.7826,1.0,1.0,1.0,0.0
BDKRB2,0.03778,0.00884,0.00843,0.0,0.0,0.01605,0.0,0.06569,0.0,0.0,0.0,0.0,0.20773,0.0,0.0,0.04604,0.0,0.00428,0.00667,0.51651,0.02232,0.5164,0.01768,0.0059,0.21381,0.01289,0.00942,0.0,0.00649,0.0,0.03713,0.22194,0.05761,0.00554,0.0,0.86609,0.0,0.0163,0.0,0.00088,0.08187,0.0
BDNF,0.98275,0.7979,0.45,0.41187,0.4,1.0,0.0,0.9643,0.95264,0.0,1.0,1.0,0.96155,0.33627,0.75,1.0,1.0,1.0,0.75,1.0,0.7,0.3652,0.1875,0.48699,1.0,0.8454,0.20877,0.8788,0.61041,1.0,0.08271,1.0,0.08676,0.89285,0.43221,0.92084,1.0,0.42848,0.9643,0.35831,0.38095,0.0
BECN1,0.04708,0.01253,0.00782,0.06667,0.06487,0.00204,0.0,0.00291,0.00972,0.0,0.0,0.04356,0.00179,0.0,0.0,0.01388,0.0,0.0,0.025,0.0125,0.01145,0.0,0.01431,0.0,0.01667,0.0117,0.00613,0.0,0.00564,0.0,0.0,0.00313,0.0,0.0,0.0,0.01578,0.02741,0.02084,0.00256,0.0,0.01803,0.0
BID,0.82757,0.73077,0.91176,0.58336,1.0,0.86217,0.0,0.83333,0.90325,0.0,0.50233,0.81483,0.85417,0.00108,0.00134,0.8276,0.73771,0.96224,0.96668,0.91665,0.54545,0.55692,0.77152,1.0,0.88573,0.8889,0.0,0.62159,1.0,0.0588,0.48623,0.83634,0.71186,0.96666,0.72059,0.91213,0.92422,1.0,0.79998,1.0,1.0,0.0
BIRC2,0.02645,0.00553,0.0,0.0,0.0,0.00567,0.0,0.0,0.00667,0.0,0.0,0.07846,0.0,0.0,0.0,0.00281,0.0,0.01506,0.0,0.0,0.00147,0.0,0.01493,0.0,0.00697,0.00399,0.0,0.00019,0.0,0.0,0.01356,0.0,0.00855,0.00327,0.0,0.00799,0.0,0.0,0.0,0.0,0.0,0.0
BIRC5,0.14301,0.14843,0.12969,0.12057,0.09565,0.15286,0.0,0.13233,0.14053,0.0,0.12323,0.13745,0.13333,0.00382,0.0,0.1285,0.12796,0.16202,0.16129,0.17879,0.19376,0.12161,0.12905,0.14065,0.13227,0.17322,0.12566,0.14409,0.15664,0.09863,0.13305,0.13699,0.15164,0.14104,0.07855,0.1428,0.13291,0.20196,0.17931,0.13333,0.13333,0.0
BMP2,0.10701,0.04557,0.02035,0.01956,0.01809,0.2481,0.0,0.76765,0.0363,0.0,0.10276,0.05145,0.01129,0.16889,0.0,0.0,0.06438,0.00377,0.036,0.02801,0.01909,0.00181,0.01074,0.04452,0.13161,0.08491,0.05483,0.0684,0.02279,0.00971,0.02739,0.11173,0.00498,0.02073,0.02924,0.42739,0.09945,0.49733,0.0804,0.03956,0.01695,0.0
BMP4,0.8333,0.31733,1.0,0.0241,0.04412,0.06225,0.0,0.00647,0.01443,0.0,0.03107,0.82812,0.78532,0.45535,0.00075,0.94605,0.60313,0.00782,0.82279,0.07948,0.13831,0.0625,0.11764,0.11362,0.58245,0.77965,0.1,0.52272,0.16406,1.0,0.08752,0.49335,0.256,0.74602,1.0,0.94779,0.02506,0.04444,0.79168,0.04954,1.0,0.0
BMP6,0.06,0.00824,0.03314,0.02956,0.02515,0.0376,0.0,0.00441,0.92756,0.0,0.01777,0.0,0.0,0.002,1.0,0.0188,0.0057,0.26594,0.00549,0.00481,0.00663,0.0,0.0,0.0009,0.01923,0.01098,0.00528,0.00193,0.00669,0.0,0.00571,0.34502,0.00204,0.0,0.04797,0.88551,0.01934,0.06319,0.0,0.0,0.0,0.0
BMP7,0.35964,0.05402,0.35261,0.04552,0.09375,0.34299,0.0,0.48415,0.63409,0.0,0.41454,0.14734,0.0492,0.0,0.10503,0.35755,0.21455,0.42907,0.19769,0.06802,0.13078,0.02156,0.02742,0.0936,0.42842,0.16648,0.03674,0.15363,0.02102,0.07437,0.07465,0.31426,0.03898,0.05321,0.08646,0.56428,0.13349,0.04899,0.08892,0.15436,0.33737,0.0
BMP8A,0.25307,0.06718,0.01416,0.1133,0.06196,0.04173,0.0,0.11214,0.34925,0.0,0.03894,0.16451,0.19342,0.1439,0.07069,0.18491,0.13761,0.05814,0.0461,0.08464,0.2214,0.01346,0.03745,0.18024,0.43242,0.04149,0.0125,0.06598,0.07502,0.09334,0.13245,0.48143,0.35391,0.15187,0.0701,0.93685,0.23099,0.14016,0.43694,0.09391,0.49678,0.0
BMP8B,0.05468,0.02956,0.03381,0.02979,0.0009,0.00156,0.0,0.03913,0.02988,0.0,0.51058,0.15711,0.02505,0.00138,0.0003,0.6988,0.23358,0.03452,0.05309,0.01356,0.00874,0.06116,0.02393,0.02842,0.03998,0.02153,0.00726,0.18555,0.07426,0.13566,0.07023,0.33238,0.03483,0.06764,0.0149,0.00548,0.16278,0.0,0.17927,0.02363,0.24936,0.0
