Drug	Target
NADH	IMPDH2
NADH	AKR1C3
NADH	HPGD
NADH	TSTA3
NADH	AKR1C1
NADH	HSD11B1
NADH	HSD3B2
NADH	HSD3B1
NADH	IMPDH1
NADH	HADHA
NADH	ALDH2
NADH	HSD11B2
NADH	AKR1C2
NADH	NSDHL
NADH	ALDH6A1
NADH	ALDH3A1
NADH	ALDH1A1
NADH	GAPDHS
NADH	ALDH9A1
NADH	ALDH1A3
NADH	ALDH1B1
NADH	ALDH3B1
NADH	GAPDH
NADH	ALDH1A2
NADH	ALDH3A2
NADH	ALDH5A1
NADH	ALDH7A1
NADH	BLVRB
NADH	PYCR2
NADH	PYCR1
NADH	GLUD1
NADH	PDHB
NADH	PDHA2
NADH	PDHA1
NADH	BLVRA
NADH	ACADS
NADH	DHFR
NADH	OGDH
NADH	GLUD2
NADH	DHCR7
NADH	NQO2
NADH	ND2
NADH	AASS
NADH	ND3
NADH	NDUFS7
NADH	MTHFD1
NADH	MTHFD2
NADH	ALDH4A1
NADH	CYB5R3
NADH	NDUFA11
NADH	ND4
NADH	QDPR
NADH	ND1
NADH	NNT
NADH	NDUFA5
NADH	NDUFA9
NADH	ND4L
NADH	NDUFA10
NADH	NDUFA7
NADH	NDUFA1
NADH	ND6
NADH	ND5
NADH	NDUFA4
NADH	NDUFA6
NADH	NDUFAB1
NADH	NDUFA2
NADH	NDUFA8
NADH	NDUFA3
NADH	NDUFB8
NADH	NDUFC2
NADH	NDUFB1
NADH	NDUFS1
NADH	NDUFB10
NADH	NDUFB4
NADH	NDUFB3
NADH	NDUFB2
NADH	NDUFB7
NADH	NDUFB9
NADH	NDUFS2
NADH	NDUFB5
NADH	NDUFC1
NADH	NDUFB6
NADH	NDUFV3
NADH	DLD
NADH	NDUFS3
NADH	GSR
NADH	NDUFA12
NADH	NDUFS5
NADH	NDUFS4
NADH	NDUFV1
NADH	NDUFV2
NADH	NDUFA13
NADH	CDO1
NADH	NDUFS6
NADH	NDUFA4L2
NADH	NDUFS8
NADH	CYP4A11
NADH	DLAT
NADH	AMT
NADH	MSMO1
NADH	HMOX1
NADH	HMOX2
NADH	CYP17A1
NADH	TYR
Folic Acid	FOLR2
Folic Acid	FOLR3
Folic Acid	FOLR1
Icosapent	PTGS2
Icosapent	PTGS1
Icosapent	PPARG
Icosapent	PPARD
Icosapent	FADS1
Icosapent	ACSL4
Icosapent	ACSL3
Icosapent	FFAR1
Icosapent	SLC8A1
Icosapent	TRPV1
Icosapent	PPARA
L-Alanine	AGXT
L-Alanine	ABAT
L-Alanine	KYNU
L-Alanine	AARS2
L-Alanine	PHYKPL
L-Alanine	GPT2
L-Alanine	GPT
L-Alanine	NFS1
L-Alanine	SLC36A1
L-Alanine	SLC7A8
L-Alanine	AGXT2
L-Alanine	AARS
L-Alanine	SLC1A4
L-Valine	PCCB
L-Valine	BCAT1
L-Valine	VARS
Vitamin A	RDH12
Vitamin A	DHRS3
Vitamin A	ALDH1A3
Vitamin A	RETSAT
Vitamin A	RDH11
Vitamin A	DHRS4
Vitamin A	RDH14
Vitamin A	RDH8
Vitamin A	LRAT
Vitamin A	RBP1
Vitamin A	RDH5
Vitamin A	RDH13
Vitamin A	RBP3
Vitamin A	ALDH1A2
Vitamin A	ALDH1A1
Vitamin A	RLBP1
Vitamin A	APOD
Vitamin A	HPGDS
Vitamin E	NR1I2
Vitamin E	PRKCB
Vitamin E	ALOX5
Vitamin E	PRKCA
Vitamin E	DGKA
Vitamin E	PPP2CB
Vitamin E	PPP2CA
Vitamin E	SEC14L4
Vitamin E	SEC14L3
Vitamin E	SEC14L2
Pyridoxine	PDXK
Lipoic Acid	LIPT1
Lipoic Acid	LIAS
Lipoic Acid	SLC5A6
L-Isoleucine	IARS2
L-Isoleucine	ACADSB
L-Isoleucine	BCAT1
L-Isoleucine	BCAT2
L-Isoleucine	IARS
Aspartame	TRPV1
Aspartame	TAS1R2
Aspartame	TAS1R3
Cholecalciferol	VDR
Menadione	GGCX
Menadione	VKORC1
Menadione	VKORC1L1
Menadione	F2
Menadione	F7
Menadione	F9
Menadione	F10
Menadione	PROC
Menadione	PROS1
Menadione	PROZ
Menadione	NQO2
Menadione	NQO1
Menadione	BGLAP
ATP	ABL2
ATP	ABCB1
ATP	ABCG1
ATP	ABCC2
ATP	ABCA1
ATP	ACSS2
ATP	ALK
ATP	NAE1
ATP	PRKAA1
ATP	ARAF
ATP	ACVRL1
ATP	ACSL1
ATP	NT5C2
ATP	ASNA1
ATP	ABCC9
ATP	AKT1
ATP	GRK2
ATP	APAF1
ATP	ACSS1
ATP	ACVR1B
ATP	ACVR1
ATP	ABCB11
ATP	ASNS
ATP	CDK15
ATP	SLC25A4
ATP	ABCC8
ATP	ASS1
ATP	AFG3L2
ATP	GRK3
ATP	AMHR2
ATP	TNK2
ATP	ABL1
ATP	ADCY1
ATP	ABCC6
ATP	ABCC4
ATP	ABCC1
ATP	CFTR
ATP	PIK3CA
ATP	CSNK2A1
ATP	CSNK2B
ATP	P2RY11
ATP	PPP5C
L-Proline	P4HA2
L-Proline	PRODH
L-Proline	PPIH
L-Proline	PLPBP
L-Proline	P4HA1
L-Proline	PPIB
L-Proline	PPIF
L-Proline	PPIC
L-Proline	PPIA
L-Proline	PPIG
L-Proline	P3H1
L-Proline	PARS2
L-Proline	P3H2
L-Proline	P3H3
L-Proline	PYCR3
L-Proline	L3HYPDH
L-Proline	PYCR1
L-Proline	EPRS
L-Proline	SLC6A14
L-Proline	SLC6A7
L-Proline	PYCR2
Adenine	APRT
Adenine	ACACB
Adenine	ACP1
Adenine	PECR
Adenine	SRPK2
Adenine	MTAP
L-Asparagine	SLC1A5
L-Asparagine	ASRGL1
L-Asparagine	NARS2
L-Asparagine	SLC38A3
L-Asparagine	ASNS
L-Asparagine	NARS
Pravastatin	HMGCR
Fluvoxamine	SLC6A4
Fluvoxamine	KCNH2
Valsartan	AGTR1
Ramipril	ACE
Ramipril	BDKRB1
Masoprocol	ALOX5
Masoprocol	SHBG
Flunisolide	NR3C1
Baclofen	GABBR1
Baclofen	GABBR2
Amphetamine	SLC18A2
Amphetamine	SLC6A3
Amphetamine	CARTPT
Amphetamine	TAAR1
Amphetamine	SLC6A2
Amphetamine	ADRA1A
Amphetamine	ADRA1B
Amphetamine	ADRA1D
Amphetamine	ADRA2A
Amphetamine	ADRA2B
Amphetamine	ADRA2C
Amphetamine	ADRB1
Amphetamine	ADRB2
Amphetamine	ADRB3
Amphetamine	DRD2
Amphetamine	MAOB
Amphetamine	SLC6A4
Amphetamine	MAOA
Amphetamine	MAOB
Pentagastrin	CCKBR
Nicotine	CHRNA4
Nicotine	CHRNA7
Nicotine	CHRFAM7A
Nicotine	CHRNB2
Nicotine	CHRNA2
Nicotine	CHRNA3
Nicotine	CHRNA5
Nicotine	CHRNA6
Nicotine	CHRNA9
Nicotine	CHRNA10
Nicotine	CHRNB3
Nicotine	CHRNB4
Nicotine	CYP19A1
Nicotine	CHAT
Cevimeline	CHRM3
Cevimeline	CHRM1
Lorazepam	GABRA1
Lorazepam	GABRA2
Lorazepam	GABRA3
Lorazepam	GABRA4
Lorazepam	GABRA5
Lorazepam	GABRA6
Lorazepam	GABRB1
Lorazepam	GABRB2
Lorazepam	GABRB3
Lorazepam	GABRD
Lorazepam	GABRE
Lorazepam	GABRG1
Lorazepam	GABRG2
Lorazepam	GABRG3
Lorazepam	GABRP
Lorazepam	GABRQ
Lorazepam	TSPO
Esmolol	ADRB1
Bortezomib	PSMB5
Bortezomib	PSMB1
Ethchlorvynol	GABRA1
Ethchlorvynol	GABRA2
Ethchlorvynol	GABRA3
Ethchlorvynol	GABRA4
Ethchlorvynol	GABRA5
Ethchlorvynol	GABRA6
Ethchlorvynol	GABRB1
Ethchlorvynol	GABRB2
Ethchlorvynol	GABRB3
Ethchlorvynol	GABRD
Ethchlorvynol	GABRE
Ethchlorvynol	GABRG1
Ethchlorvynol	GABRG2
Ethchlorvynol	GABRG3
Ethchlorvynol	GABRP
Ethchlorvynol	GABRQ
Carbidopa	DDC
Phentermine	SLC6A2
Phentermine	SLC6A4
Phentermine	SLC6A3
Phentermine	MAOA
Phentermine	MAOB
Indecainide	SCN5A
Tramadol	OPRM1
Tramadol	SLC6A2
Tramadol	SLC6A4
Tramadol	HTR2C
Tramadol	OPRK1
Tramadol	OPRD1
Tramadol	GRIN3A
Tramadol	CHRM3
Tramadol	CHRM1
Betaxolol	ADRB1
Betaxolol	ADRB2
Troglitazone	PPARG
Troglitazone	ACSL4
Troglitazone	SERPINE1
Troglitazone	SLC29A1
Troglitazone	ESRRG
Troglitazone	ESRRA
Troglitazone	PPARD
Troglitazone	PPARA
Troglitazone	GSTP1
Oseltamivir	CES1
Oseltamivir	NEU1
Oseltamivir	NEU2
Erythromycin	MLNR
Erythromycin	KCNH2
Erythromycin	ALB
Hydroxocobalamin	MTR
Hydroxocobalamin	MUT
Hydroxocobalamin	MTRR
Hydroxocobalamin	MMAA
Hydroxocobalamin	TCN1
Hydroxocobalamin	AMN
Hydroxocobalamin	CUBN
Hydroxocobalamin	MMAB
Hydroxocobalamin	MMACHC
Caffeine	ADORA1
Caffeine	ADORA2A
Caffeine	PDE4B
Caffeine	RYR1
Caffeine	PDE1A
Caffeine	PDE1B
Caffeine	PDE1C
Caffeine	PDE10A
Caffeine	PDE4A
Caffeine	PDE4B
Caffeine	PDE4C
Caffeine	PDE4D
Caffeine	PDE7B
Caffeine	PDE2A
Caffeine	PDE3A
Caffeine	PDE3B
Caffeine	PDE5A
Caffeine	PDE6C
Caffeine	PDE11A
Caffeine	PDE7A
Caffeine	PDE8A
Caffeine	PDE8B
Caffeine	PDE9A
Caffeine	PDE6A
Caffeine	PDE6B
Caffeine	PRKDC
Caffeine	PIK3CD
Caffeine	PIK3CA
Caffeine	PIK3CB
Caffeine	ITPR1
Caffeine	ITPR2
Caffeine	ITPR3
Caffeine	ATM
Succinylcholine	CHRNA10
Succinylcholine	CHRM1
Succinylcholine	CHRM2
Succinylcholine	CHRM3
Sildenafil	PDE5A
Sildenafil	PDE6G
Sildenafil	PDE6H
Dofetilide	KCNH2
Dofetilide	KCNK2
Dofetilide	KCNJ12
Pyrimethamine	DHFR
Pyrimethamine	HEXB
Reserpine	SLC18A2
Reserpine	SLC18A1
Reserpine	BIRC5
Azithromycin	PADI4
Ticlopidine	P2RY12
Trospium	CHRM1
Adapalene	RARG
Adapalene	RARB
Adapalene	RXRG
Adapalene	RXRB
Adapalene	RARA
Adapalene	RXRA
Adapalene	PTGS2
Midodrine	ADRA1A
Midodrine	ADRA1B
Midodrine	ADRA1D
Remikiren	REN
Pantoprazole	ATP4A
Torasemide	SLC12A1
Citalopram	SLC6A4
Citalopram	HRH1
Citalopram	ADRA1A
Citalopram	CHRM1
Citalopram	HTR2C
Eletriptan	HTR1D
Eletriptan	HTR1B
Eletriptan	HTR1F
Eletriptan	HTR1A
Eletriptan	HTR1E
Eletriptan	HTR2B
Eletriptan	HTR7
Bethanidine	ADRA2A
Bethanidine	ADRA2B
Bethanidine	ADRA2C
Bethanidine	KCNJ1
Bethanidine	ADRB1
Bethanidine	ADRB2
Bethanidine	ADRB3
Moxifloxacin	TOP2A
Oxyphenonium	CHRM1
Isoetarine	ADRB1
Isoetarine	ADRB2
Glimepiride	KCNJ11
Glimepiride	KCNJ1
Glimepiride	ABCC8
Diflorasone	NR3C1
Guanadrel	SLC6A2
Lovastatin	HMGCR
Lovastatin	ITGAL
Lovastatin	HDAC2
Enflurane	GABRA1
Enflurane	GABRA2
Enflurane	GABRA3
Enflurane	GABRA4
Enflurane	GABRA5
Enflurane	GABRA6
Enflurane	GABRB1
Enflurane	GABRB2
Enflurane	GABRB3
Enflurane	GABRD
Enflurane	GABRE
Enflurane	GABRG1
Enflurane	GABRG2
Enflurane	GABRG3
Enflurane	GABRP
Enflurane	GABRQ
Enflurane	GLRA1
Enflurane	GLRB
Enflurane	KCNN4
Enflurane	KCNA1
Enflurane	ATP2C1
Enflurane	GRIA1
Enflurane	ATP5F1D
Pregabalin	CACNA1A
Temazepam	GABRA1
Temazepam	GABRA2
Temazepam	GABRA3
Temazepam	GABRA4
Temazepam	GABRA5
Temazepam	GABRA6
Temazepam	GABRB1
Temazepam	GABRB2
Temazepam	GABRB3
Temazepam	GABRG1
Temazepam	GABRG2
Temazepam	GABRG3
Temazepam	GABRD
Temazepam	GABRE
Temazepam	GABRP
Temazepam	GABRR1
Temazepam	GABRR2
Temazepam	GABRR3
Temazepam	GABRQ
Temazepam	TSPO
Temazepam	GABRA1
Temazepam	GABRA2
Temazepam	GABRA3
Temazepam	GABRA4
Temazepam	GABRA5
Temazepam	GABRA6
Temazepam	GABRB1
Temazepam	GABRB2
Temazepam	GABRB3
Temazepam	GABRD
Temazepam	GABRE
Temazepam	GABRG1
Temazepam	GABRG2
Temazepam	GABRG3
Temazepam	GABRP
Temazepam	GABRQ
Methyclothiazide	SLC12A1
Methyclothiazide	CA1
Methyclothiazide	CA2
Methyclothiazide	CA4
Aminosalicylic Acid	PTGS2
Aminosalicylic Acid	CHUK
Aminosalicylic Acid	ALOX5
Aminosalicylic Acid	PLA2G2E
Reboxetine	SLC6A2
Milrinone	PDE3A
Butabarbital	GABRA1
Butabarbital	GABRA2
Butabarbital	GABRA3
Butabarbital	GABRA4
Butabarbital	GABRA5
Butabarbital	GABRA6
Butabarbital	GABRB1
Butabarbital	GABRB2
Butabarbital	GABRB3
Butabarbital	GABRD
Butabarbital	GABRE
Butabarbital	GABRG1
Butabarbital	GABRG2
Butabarbital	GABRG3
Butabarbital	GABRP
Butabarbital	GABRQ
Butabarbital	CHRNA4
Butabarbital	CHRNA7
Butabarbital	CHRFAM7A
Butabarbital	GRIA2
Butabarbital	GRIK2
Oxiconazole	NR1I2
Alclometasone	NR3C1
Butalbital	GABRA1
Butalbital	GABRA2
Butalbital	GABRA3
Butalbital	GABRA4
Butalbital	GABRA5
Butalbital	GABRA6
Butalbital	CHRNA4
Butalbital	CHRNA7
Butalbital	CHRFAM7A
Butalbital	GRIA2
Butalbital	GRIK2
Butalbital	GABRA1
Butalbital	GABRA2
Butalbital	GABRA3
Butalbital	GABRA4
Butalbital	GABRA5
Butalbital	GABRA6
Butalbital	GABRB1
Butalbital	GABRB2
Butalbital	GABRB3
Butalbital	GABRD
Butalbital	GABRE
Butalbital	GABRG1
Butalbital	GABRG2
Butalbital	GABRG3
Butalbital	GABRP
Butalbital	GABRQ
Cladribine	RRM1
Cladribine	RRM2
Cladribine	RRM2B
Cladribine	POLA1
Cladribine	POLE
Cladribine	POLE2
Cladribine	POLE3
Cladribine	POLE4
Cladribine	PNP
Ranolazine	SCN5A
Ranolazine	SCN9A
Mesalazine	PTGS2
Mesalazine	PTGS1
Mesalazine	ALOX5
Mesalazine	PPARG
Mesalazine	CHUK
Mesalazine	IKBKB
Mesalazine	MPO
Benzatropine	CHRM1
Benzatropine	SLC6A3
Benzatropine	HRH1
Ziprasidone	DRD2
Ziprasidone	HTR2A
Ziprasidone	DRD1
Ziprasidone	DRD5
Ziprasidone	DRD3
Ziprasidone	DRD4
Ziprasidone	HTR1A
Ziprasidone	HTR1B
Ziprasidone	HTR1D
Ziprasidone	HTR1E
Ziprasidone	HTR2C
Ziprasidone	HTR3A
Ziprasidone	HTR6
Ziprasidone	HTR7
Ziprasidone	HRH1
Ziprasidone	ADRA1A
Ziprasidone	ADRA1B
Ziprasidone	ADRA2A
Ziprasidone	ADRA2B
Ziprasidone	ADRA2C
Ziprasidone	CHRM1
Ziprasidone	CHRM2
Ziprasidone	CHRM3
Ziprasidone	CHRM4
Ziprasidone	CHRM5
Methysergide	HTR2B
Methysergide	HTR2C
Methysergide	HTR2A
Methysergide	HTR1A
Methysergide	HTR7
Methysergide	HTR1B
Methysergide	HTR1F
Methysergide	HTR1E
Cabergoline	DRD2
Cabergoline	HTR2B
Cabergoline	DRD3
Cabergoline	HTR2A
Cabergoline	ADRA2B
Cabergoline	HTR1D
Cabergoline	DRD4
Cabergoline	ADRA2A
Cabergoline	HTR1A
Cabergoline	ADRA2C
Cabergoline	DRD5
Cabergoline	DRD1
Cabergoline	HTR1B
Cabergoline	HTR2C
Cabergoline	HTR7
Cabergoline	ADRA1A
Cabergoline	ADRA1B
Cabergoline	ADRA1D
Cabergoline	ADRB1
Cabergoline	ADRB2
Cabergoline	DRD1
Cabergoline	DRD5
Phenytoin	SCN5A
Phenytoin	SCN1A
Phenytoin	NR1I2
Phenytoin	SCN1B
Phenytoin	SCN3A
Medrysone	NR3C1
Doxycycline	PADI4
Doxycycline	B2M
Diethylstilbestrol	ESR1
Diethylstilbestrol	ESRRG
Diethylstilbestrol	ESR2
Diethylstilbestrol	ESRRA
Diethylstilbestrol	ESRRB
Diethylstilbestrol	NCOA2
Diethylstilbestrol	NR1I2
Diethylstilbestrol	AR
Diethylstilbestrol	SHBG
Clotrimazole	KCNN4
Clotrimazole	NR1I2
Clotrimazole	NR1I3
Anagrelide	PDE3A
Carmustine	GSR
Metoprolol	ADRB1
Metoprolol	ADRB2
Dicoumarol	VKORC1
Dicoumarol	NQO1
Dicoumarol	CRYZ
Ropinirole	DRD3
Ropinirole	DRD2
Ropinirole	DRD4
Ropinirole	HTR1A
Ropinirole	HTR1D
Ropinirole	HTR2B
Ropinirole	DRD1
Ropinirole	DRD5
Ropinirole	HTR1B
Ropinirole	HTR2A
Ropinirole	HTR2C
Ropinirole	ADRA2A
Ropinirole	ADRA2B
Ropinirole	ADRA2C
Chlorotrianisene	ESR1
Isradipine	CACNA1C
Isradipine	CACNA2D1
Isradipine	CACNB2
Isradipine	CACNA1H
Isradipine	CACNA2D2
Isradipine	CACNA1D
Isradipine	CACNA1S
Betazole	HRH2
Topiramate	GABRA1
Topiramate	SCN1A
Topiramate	GRIK1
Topiramate	CA2
Topiramate	CA4
Topiramate	GABRA1
Topiramate	GABRA2
Topiramate	GABRA3
Topiramate	GABRA4
Topiramate	GABRA5
Topiramate	GABRA6
Topiramate	GABRB1
Topiramate	GABRB2
Topiramate	GABRB3
Topiramate	GABRD
Topiramate	GABRE
Topiramate	GABRG1
Topiramate	GABRG2
Topiramate	GABRG3
Topiramate	GABRP
Topiramate	GABRQ
Topiramate	CA1
Topiramate	CA3
Olmesartan	AGTR1
Amsacrine	TOP2A
Amsacrine	KCNH2
Amsacrine	ORM1
Amsacrine	ALB
Theophylline	ADORA1
Theophylline	ADORA2A
Theophylline	ADORA2B
Theophylline	PDE4B
Theophylline	PDE5A
Theophylline	PDE4A
Theophylline	PDE3A
Theophylline	HDAC2
Theophylline	CPNE1
Theophylline	HM13
Theophylline	NOMO1
Theophylline	PARP1
Theophylline	RIC3
Theophylline	TTLL3
Argatroban	F2
Liothyronine	THRA
Liothyronine	THRB
Liothyronine	PCNA
Disopyramide	SCN5A
Disopyramide	CHRM1
Disopyramide	CHRM2
Disopyramide	CHRM3
Disopyramide	KCND2
Disopyramide	KCND3
Disopyramide	KCNH2
Disopyramide	ORM2
Lidocaine	SCN10A
Lidocaine	SCN9A
Lidocaine	SCN5A
Lidocaine	EGFR
Lidocaine	SCN4A
Lidocaine	ORM1
Lidocaine	ORM2
Pamidronate	FDPS
Clemastine	HRH1
Acarbose	MGAM
Acarbose	AMY2A
Acarbose	GAA
Acarbose	SI
Venlafaxine	SLC6A4
Venlafaxine	SLC6A2
Venlafaxine	SLC6A3
Conjugated estrogens	ESR1
Travoprost	PTGFR
Amcinonide	NR3C1
Amcinonide	ANXA1
Atomoxetine	SLC6A2
Atomoxetine	SLC6A4
Atomoxetine	SLC6A3
Atomoxetine	GRIN1
Atomoxetine	GRIN2A
Atomoxetine	GRIN2B
Atomoxetine	GRIN2C
Atomoxetine	GRIN2D
Atomoxetine	GRIN3A
Atomoxetine	GRIN3B
Bleomycin	LIG1
Bleomycin	LIG3
Etomidate	GABRA1
Etomidate	ADRA2B
Etomidate	GABRA1
Etomidate	GABRA2
Etomidate	GABRA3
Etomidate	GABRA4
Etomidate	GABRA5
Etomidate	GABRA6
Etomidate	GABRB1
Etomidate	GABRB2
Etomidate	GABRB3
Etomidate	GABRD
Etomidate	GABRE
Etomidate	GABRG1
Etomidate	GABRG2
Etomidate	GABRG3
Etomidate	GABRP
Etomidate	GABRQ
Raltitrexed	TYMS
Raltitrexed	FPGS
Etonogestrel	PGR
Etonogestrel	ESR1
Morphine	OPRM1
Morphine	OPRK1
Morphine	OPRD1
Morphine	LY96
Ropivacaine	SCN10A
Bupivacaine	SCN10A
Bupivacaine	PTGER1
Dapiprazole	ADRA1A
Dapiprazole	ADRA1D
Dapiprazole	ADRA1B
Tranexamic Acid	PLG
Desogestrel	PGR
Desogestrel	ESR1
Talbutal	GABRA1
Talbutal	GABRA2
Talbutal	GABRA3
Talbutal	GABRA4
Talbutal	GABRA5
Talbutal	GABRA6
Talbutal	CHRNA4
Talbutal	CHRNA7
Talbutal	CHRFAM7A
Talbutal	GRIA2
Talbutal	GRIK2
Talbutal	GABRA1
Talbutal	GABRA2
Talbutal	GABRA3
Talbutal	GABRA4
Talbutal	GABRA5
Talbutal	GABRA6
Talbutal	GABRB1
Talbutal	GABRB2
Talbutal	GABRB3
Talbutal	GABRD
Talbutal	GABRE
Talbutal	GABRG1
Talbutal	GABRG2
Talbutal	GABRG3
Talbutal	GABRP
Talbutal	GABRQ
Bexarotene	RXRA
Bexarotene	RXRB
Bexarotene	RXRG
Ibutilide	CACNA1C
Ibutilide	CACNB1
Ibutilide	KCNH2
Ibutilide	CACNA2D1
Ibutilide	CACNG1
Ibutilide	KCNK1
Ibutilide	KCNK6
Ibutilide	KCNH6
Ibutilide	KCNH7
Ibutilide	KCNJ11
Vindesine	TUBB1
Chlorthalidone	SLC12A1
Ethoxzolamide	CA1
Ethoxzolamide	CA2
Ethoxzolamide	CA4
Ethoxzolamide	CA7
Ethoxzolamide	CA3
Pentobarbital	GABRA1
Pentobarbital	GABRA2
Pentobarbital	GABRA3
Pentobarbital	GABRA4
Pentobarbital	GABRA5
Pentobarbital	GABRA6
Pentobarbital	CHRNA4
Pentobarbital	CHRNA7
Pentobarbital	CHRFAM7A
Pentobarbital	GRIA2
Pentobarbital	GRIK2
Pentobarbital	GABRA1
Pentobarbital	GABRA2
Pentobarbital	GABRA3
Pentobarbital	GABRA4
Pentobarbital	GABRA5
Pentobarbital	GABRA6
Pentobarbital	GABRB1
Pentobarbital	GABRB2
Pentobarbital	GABRB3
Pentobarbital	GABRD
Pentobarbital	GABRE
Pentobarbital	GABRG1
Pentobarbital	GABRG2
Pentobarbital	GABRG3
Pentobarbital	GABRP
Pentobarbital	GABRQ
Pentobarbital	GRIN1
Pentobarbital	GRIN2A
Pentobarbital	GRIN2B
Pentobarbital	GRIN2C
Pentobarbital	GRIN2D
Pentobarbital	GRIN3A
Pentobarbital	GRIN3B
Pentobarbital	NR1I2
Valproic Acid	HDAC9
Valproic Acid	ABAT
Valproic Acid	ACADSB
Valproic Acid	OGDH
Valproic Acid	ALDH5A1
Valproic Acid	SCN1A
Valproic Acid	SCN10A
Valproic Acid	SCN11A
Valproic Acid	SCN2A
Valproic Acid	SCN3A
Valproic Acid	SCN4A
Valproic Acid	SCN5A
Valproic Acid	SCN7A
Valproic Acid	SCN8A
Valproic Acid	SCN9A
Valproic Acid	SCN1B
Valproic Acid	SCN2B
Valproic Acid	SCN3B
Valproic Acid	SCN4B
Valproic Acid	HDAC2
Valproic Acid	PPARA
Valproic Acid	PPARD
Valproic Acid	PPARG
Zolmitriptan	HTR1B
Zolmitriptan	HTR1D
Zolmitriptan	HTR1F
Zolmitriptan	HTR1A
Acetaminophen	PTGS2
Acetaminophen	PTGS1
Acetaminophen	FAAH
Acetaminophen	TRPV1
Acetaminophen	GSTP1
Gefitinib	EGFR
Codeine	OPRM1
Codeine	OPRK1
Codeine	OPRD1
Dihydroergotamine	HTR1D
Dihydroergotamine	HTR1B
Dihydroergotamine	ADRA2A
Dihydroergotamine	HTR2B
Amitriptyline	SLC6A2
Amitriptyline	SLC6A4
Amitriptyline	HTR2A
Amitriptyline	HTR1A
Amitriptyline	OPRD1
Amitriptyline	OPRK1
Amitriptyline	NTRK1
Amitriptyline	NTRK2
Amitriptyline	ADRA1A
Amitriptyline	ADRA1D
Amitriptyline	ADRA2A
Amitriptyline	HRH1
Amitriptyline	CHRM1
Amitriptyline	CHRM2
Amitriptyline	CHRM3
Amitriptyline	CHRM4
Amitriptyline	CHRM5
Amitriptyline	KCNQ2
Amitriptyline	KCNA1
Amitriptyline	KCND2
Amitriptyline	KCND3
Amitriptyline	HRH2
Amitriptyline	HRH4
Amitriptyline	SIGMAR1
Amitriptyline	HTR2C
Amitriptyline	ADRA1B
Amitriptyline	HTR7
Amitriptyline	HTR1D
Amitriptyline	OPRM1
Amitriptyline	HTR1B
Amitriptyline	HTR6
Amitriptyline	KCNQ3
Amitriptyline	ADRB1
Amitriptyline	ADRB2
Amitriptyline	ADRB3
Floxuridine	TYMS
Tolcapone	COMT
Fluorometholone	NR3C1
Nitroprusside	NPR1
Hydromorphone	OPRM1
Hydromorphone	OPRD1
Hydromorphone	OPRK1
Indomethacin	PTGS1
Indomethacin	PTGS2
Indomethacin	PLA2G2A
Indomethacin	PTGR2
Indomethacin	PPARG
Indomethacin	GLO1
Indomethacin	PTGDR2
Indomethacin	PPARA
Indomethacin	AKR1C3
Metformin	PRKAB1
Ipratropium	CHRM1
Ipratropium	CHRM2
Ipratropium	CHRM3
Methadone	OPRM1
Methadone	GRIN3A
Methadone	CHRNA10
Methadone	OPRD1
Methadone	HTR3A
Methadone	LY96
Methadone	ORM2
Olanzapine	HTR2A
Olanzapine	DRD2
Olanzapine	DRD1
Olanzapine	DRD5
Olanzapine	DRD3
Olanzapine	DRD4
Olanzapine	HTR1A
Olanzapine	HTR1B
Olanzapine	HTR1D
Olanzapine	HTR1E
Olanzapine	HTR2C
Olanzapine	HTR3A
Olanzapine	HTR6
Olanzapine	HTR7
Olanzapine	HRH1
Olanzapine	ADRA1A
Olanzapine	ADRA1B
Olanzapine	ADRA2A
Olanzapine	ADRA2B
Olanzapine	ADRA2C
Olanzapine	CHRM1
Olanzapine	CHRM2
Olanzapine	CHRM3
Olanzapine	CHRM4
Olanzapine	CHRM5
Olanzapine	HTR2B
Olanzapine	HTR5A
Olanzapine	DRD1
Olanzapine	DRD5
Olanzapine	HRH2
Olanzapine	HRH4
Olanzapine	GABRA1
Olanzapine	GABRA2
Olanzapine	GABRA3
Olanzapine	GABRA4
Olanzapine	GABRA5
Olanzapine	GABRA6
Olanzapine	GABRB1
Olanzapine	GABRB2
Olanzapine	GABRB3
Olanzapine	GABRD
Olanzapine	GABRE
Olanzapine	GABRG1
Olanzapine	GABRG2
Olanzapine	GABRG3
Olanzapine	GABRP
Olanzapine	GABRQ
Olanzapine	ADRB1
Olanzapine	ADRB2
Olanzapine	ADRB3
Atenolol	ADRB1
Atenolol	ADRB2
Pimecrolimus	MTOR
Pimecrolimus	FKBP1A
Omeprazole	ATP4A
Omeprazole	AHR
Metixene	CHRM1
Metixene	CHRM4
Metixene	CHRM5
Metixene	CHRM2
Metixene	CHRM3
Cetirizine	HRH1
Terfenadine	HRH1
Terfenadine	KCNH2
Terfenadine	CHRM3
Terfenadine	CHRM1
Terfenadine	CHRM5
Terfenadine	CHRM4
Terfenadine	CHRM2
Diltiazem	CACNG1
Protriptyline	SLC6A2
Protriptyline	SLC6A4
Alfuzosin	ADRA1A
Alfuzosin	ADRA1B
Alfuzosin	ADRA1D
Alfuzosin	KCNH2
Trimethadione	CACNA1G
Nitisinone	HPD
Clobazam	GABRA1
Clobazam	GABRA2
Clobazam	GABRA3
Clobazam	GABRA4
Clobazam	GABRA5
Clobazam	GABRA6
